"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"WikiPathways"	"Reactome Pathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance F1 Sample Con"	"Abundance F2 Sample Con"	"Abundance F3 Sample Con"	"Abundance F4 Sample Con"	"Abundance F5 Sample Con_Abeta"	"Abundance F6 Sample Con_Abeta"	"Abundance F7 Sample Con_Abeta"	"Abundance F8 Sample Con_Abeta"	"Abundance F9 Sample siIft88"	"Abundance F10 Sample siIft88"	"Abundance F11 Sample siIft88"	"Abundance F12 Sample siIft88"	"Abundance F13 Sample siIft88_Abeta"	"Abundance F14 Sample siIft88_Abeta"	"Abundance F15 Sample siIft88_Abeta"	"Abundance F16 Sample siIft88_Abeta"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"Q3TTY5"	"Keratin, type II cytoskeletal 2 epidermal [OS=Mus musculus]"	"0.000"	"11.242"	"5"	"3"	"21"	"3"	"707"	"70.9"	"8.06"	"9.07"	"3"	"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"plasma membrane;cytoskeleton;other cell component"	"bone, tooth or skin structural activity;cytoskeletal activity"	"Pf00038, Pf16208"	"16681"	"Krt2"	"mmu:16681; Q0VBW1; Q3TTY5; Q61869"	"ENSMUSG00000064201"	""	"Formation of the cornified envelope"	"2"	"0"	"3.240"	"2.767"	"1.012"	"1.185"	"1.70"	"1.47"	"0.02"	"0.24"	"0.0801785726553416"	"0.269228648398124"	"0.999263176209485"	"0.915707519375265"	"0.282852186867455"	"0.391605306760907"	"0.999263176209485"	"0.999959087841829"	"11685838.4179688"	"22535001.6777344"	"3411157.25"	"361233.43359375"	"12580569.1875"	"12130852.7109375"	"11549458.3662109"	"21539130.015625"	"11119685.21875"	"24158230.90625"	"21735152.8046875"	"23354439.5078125"	"21991479.7890625"	"23612915.921875"	"21480420.2421875"	"44391212.5"	"17327065.7837952"	"42187531.3539711"	"6409007.80639016"	"2448414.64815293"	"36834693.2584642"	"31638795.1189473"	"29485987.4994814"	"62932007.2264131"	"18523656.5781697"	"30713822.2189575"	"27682835.9966119"	"30768363.7944292"	"21991479.7890625"	"31501878.5618164"	"37893258.8648039"	"64605634.8118324"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"P12970"	"60S ribosomal protein L7a [OS=Mus musculus]"	"0.000"	"11.220"	"23"	"4"	"12"	"4"	"266"	"30.0"	"10.56"	"6.81"	"4"	"protein metabolism;RNA metabolism OR transcription;other metabolic processes"	"other membranes;cytosol;translational apparatus;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf01248"	"27176"	"Rpl7a"	"mmu:27176; P12970; Q91YM3"	"ENSMUSG00000062647"	"Cytoplasmic ribosomal proteins"	""	"1"	"0"	"1.715"	"3.981"	"3.528"	"1.520"	"0.78"	"1.99"	"1.82"	"0.60"	"0.0428007298611406"	"3.8300015468673E-05"	"0.000300120889683897"	"0.410592888423365"	"0.172561672773487"	"0.000242269865290211"	"0.00112648114758065"	"0.959049082448736"	"168300.1796875"	"38809.25"	"80032.8671875"	"46379.50390625"	"202508.921875"	"141659.203125"	"58327.421875"	"68388.5078125"	"798403.84375"	"563489.4453125"	"612109.6640625"	"524141.83203125"	"1042863.578125"	"777342.40625"	"771395.859375"	"832346.8046875"	"249545.490923941"	"134822.15223226"	"150368.696890908"	"227253.298882844"	"536254.004842504"	"369465.083055883"	"272186.951260296"	"251936.321310216"	"1330015.94212198"	"716398.262470023"	"756116.791526544"	"669597.895386499"	"1042863.578125"	"1037048.79836345"	"1360806.84907298"	"1200371.41447059"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P04104"	"Keratin, type II cytoskeletal 1 [OS=Mus musculus]"	"0.000"	"11.059"	"4"	"2"	"23"	"1"	"637"	"65.6"	"8.15"	"54.13"	"2"	"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;other biological processes"	"plasma membrane;other membranes;cytoskeleton;other cell component"	"bone, tooth or skin structural activity;other molecular function"	"Pf00038, Pf16208, Pf16210"	"16678"	"Krt1"	"mmu:16678; P04104; Q149E0; Q9D2K8"	"ENSMUSG00000046834"	""	"Neutrophil degranulation; Formation of the cornified envelope"	"3"	"1"	"1.598"	"1.023"	"0.554"	"0.864"	"0.68"	"0.03"	"-0.85"	"-0.21"	"0.00444950966841762"	"0.999984921669348"	"0.000295054321446497"	"0.390823645204765"	"0.0403634091349312"	"0.999984921669348"	"0.00112284561217139"	"0.929549807959732"	"5832515.75"	"5725169.125"	"4542078.75"	"4201323.5"	"8841326.5"	"5469046.5"	"5535892.125"	"7167384.75"	"6747113.5"	"7631189.25"	"8098839.75"	"7433944.5"	"7558564"	"5833527.5"	"5281926.75"	"6806965.125"	"8648107.26202374"	"10718026.8021177"	"8533824.74994047"	"13276640.466632"	"17799793.1611465"	"14263963.6167937"	"14119462.4281745"	"16588886.6604062"	"11239635.9167784"	"9701993.11585693"	"10004202.0023268"	"9496959.19581411"	"7558564"	"7782481.22764773"	"9317760.79732319"	"9816684.95551673"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9EQH3"	"Vacuolar protein sorting-associated protein 35 [OS=Mus musculus]"	"0.000"	"11.009"	"4"	"2"	"12"	"2"	"796"	"91.7"	"5.44"	"8.34"	"2"	"cell organization and biogenesis;protein metabolism;other metabolic processes;transport;other biological processes"	"other membranes;cytosol;mitochondrion;other cytoplasmic organelle;other cell component"	"signal transduction activity or receptor binding"	"Pf03635"	"65114"	"Vps35"	"mmu:65114; Q61123; Q9EQH3"	"ENSMUSG00000031696"	""	"WNT ligand biogenesis and trafficking"	"1"	"0"	"1.068"	"5.130"	"6.649"	"1.384"	"0.10"	"2.36"	"2.73"	"0.47"	"0.997681904219575"	"3.60432660173604E-05"	"1.2572288178303E-05"	"0.748252047508439"	"0.999999980584355"	"0.000239116301383464"	"8.20192133536912E-05"	"0.999959087841829"	"90790.28125"	"52178.25"	"40182.33203125"	"21231.0390625"	"77255.283203125"	"43216.609375"	"23486.447265625"	"32254.1865234375"	"113140.09765625"	"574349.546875"	"371162.24609375"	"294007.89453125"	"488482.0390625"	"407882.7734375"	"406325.62109375"	"215337.65625"	"134618.426122433"	"97682.3338799794"	"75496.0445365698"	"67092.3989466255"	"155534.1341168"	"112714.372380302"	"59902.9031365554"	"74652.2006595089"	"423369.355659135"	"730205.367384487"	"458483.214902381"	"375598.84629358"	"488482.0390625"	"544154.463548553"	"716792.398375336"	"683610.00768986"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	"Met-loss [N-Term]"
"False"	"High"	"IsMasterProtein"	"Q9D8E6"	"60S ribosomal protein L4 [OS=Mus musculus]"	"0.000"	"10.180"	"6"	"2"	"10"	"2"	"419"	"47.1"	"11.00"	"26.16"	"2"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"cytosol;cytoskeleton;ER/Golgi;translational apparatus;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00573, Pf14374"	"67891"	"Rpl4"	"mmu:67891; Q9CY08; Q9D8E6"	"ENSMUSG00000032399"	"Cytoplasmic ribosomal proteins"	"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"8"	"0"	"2.291"	"5.342"	"2.801"	"1.201"	"1.20"	"2.42"	"1.49"	"0.26"	"0.000206514738021912"	"2.22526741477935E-07"	"3.77545408252189E-05"	"0.403558711106496"	"0.00476861304159688"	"3.30363081104679E-06"	"0.000211117228287959"	"0.949549908485872"	""	""	"220308.84375"	"199519.28125"	""	"312890.34375"	"345837"	"557204.625"	"934934.4375"	"1258622"	"1786195.0625"	"1231705.25"	"1804500.75"	"2240622.0625"	"1001657.4375"	"1480807.875"	"310910.801864276"	"396802.081960073"	"413924.365231342"	"630502.688811535"	"977148.22623111"	"816057.511907436"	"882067.861423979"	"1289648.13431832"	"2273772.68546041"	"2124612.09740646"	"2206421.75575936"	"1928088.47073429"	"2465677.21672402"	"2989203.21189187"	"2408183.02859567"	"2742104.77244972"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q02053"	"Ubiquitin-like modifier-activating enzyme 1 [OS=Mus musculus]"	"0.000"	"9.745"	"4"	"3"	"12"	"3"	"1058"	"117.7"	"5.66"	"10.44"	"3"	"protein metabolism;other metabolic processes;stress response"	"other membranes;mitochondrion;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component"	"other molecular function"	"Pf00899, Pf09358, Pf10585, Pf16190, Pf16191"	"22201"	"Uba1"	"A6H6S6; mmu:22201; P31253; Q02053; Q542H8"	"ENSMUSG00000001924"	"Parkinson's disease; Proteasome degradation"	"Antigen processing: Ubiquitination & Proteasome degradation; Synthesis of active ubiquitin: roles of E1 and E2 enzymes"	"4"	"0"	"0.939"	"3.144"	"4.372"	"1.306"	"-0.09"	"1.65"	"2.13"	"0.39"	"0.969087679992332"	"2.3410675742408E-07"	"1.32742647984685E-08"	"0.0442544109886718"	"0.999999980584355"	"3.30363081104679E-06"	"2.27321784673773E-07"	"0.342236061462603"	""	"93142.1875"	""	""	"98298.62109375"	"34538.73046875"	"54433.142578125"	""	""	"371662.7890625"	"452142.34375"	"378849.171875"	"410982.546875"	"434078.8671875"	"476468.59375"	"441579.6171875"	"156312.306221361"	"174370.475393227"	"156835.164262059"	"170901.065016653"	"197899.61647663"	"131957.346431761"	"138833.397422697"	"170283.897256491"	"547349.17103472"	"472517.415408688"	"558514.982430721"	"483984.663413191"	"709715.227373144"	"579102.54733612"	"840530.471953149"	"636825.355368244"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q61703"	"Inter-alpha-trypsin inhibitor heavy chain H2 [OS=Mus musculus]"	"0.000"	"9.602"	"4"	"3"	"10"	"3"	"946"	"105.9"	"7.27"	"3.67"	"3"	"other metabolic processes"	"non-structural extracellular"	"enzyme regulator activity;other molecular function"	"Pf00092, Pf06668, Pf08487"	"16425"	"Itih2"	"A2AKU6; mmu:16425; Q3UZM0; Q61703"	"ENSMUSG00000037254"	""	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation"	"2"	"0"	"0.747"	"0.753"	"1.183"	"1.173"	"-0.42"	"-0.41"	"0.24"	"0.23"	"0.221781170100361"	"0.658532106546297"	"0.625097623875587"	"0.986832452461356"	"0.586796012557206"	"0.803231986460057"	"0.751213811148731"	"0.999959087841829"	"533167.9375"	"399828.92578125"	"317066.85546875"	"26594.146484375"	"57260.2265625"	"251547.4921875"	"278760.98828125"	"217420.404296875"	"545710.59765625"	"452425.3671875"	"465397.796875"	"457064.58203125"	"562870.8359375"	"497054.2421875"	"461415.21875"	"482842.2421875"	"790549.688986604"	"748515.379933929"	"595716.879322054"	"960291.445217461"	"452462.457512681"	"656067.61186949"	"710988.439009351"	"503218.756958812"	"909068.512569681"	"575195.772781047"	"574888.961270699"	"583905.850440855"	"562870.8359375"	"663117.694901907"	"813975.058733455"	"696332.372463858"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"P62983"	"Ubiquitin-40S ribosomal protein S27a [OS=Mus musculus]"	"0.000"	"9.429"	"16"	"2"	"11"	"2"	"156"	"17.9"	"9.64"	"23.40"	"2"	"protein metabolism;other metabolic processes"	"cytosol;translational apparatus;nucleus;other cell component"	"other molecular function"	"Pf00240, Pf01599"	"78294"	"Rps27a"	"mmu:78294; P02248; P02249; P02250; P49664; P62983; P62991; Q29120; Q62317; Q64223; Q8VCH1; Q91887; Q91888; Q9CXY4; Q9CZM0; Q9D1R5; Q9D2W3; Q9D8D9; Q9ET23; Q9ET24; Q9Z0H9"	"ENSMUSG00000020460"	"Cytoplasmic ribosomal proteins"	"FCERI mediated NF-kB activation; The role of GTSE1 in G2/M progression after G2 checkpoint; TAK1-dependent IKK and NF-kappa-B activation  ; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Metalloprotease DUBs; EGFR downregulation; MAPK6/MAPK4 signaling; Downstream TCR signaling; Downregulation of ERBB2:ERBB3 signaling; Ovarian tumor domain proteases; Neddylation; Recognition of DNA damage by PCNA-containing replication complex; DNA Damage Recognition in GG-NER; Formation of Incision Complex in GG-NER; Dual Incision in GG-NER; Formation of TC-NER Pre-Incision Complex; Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in TC-NER; Regulation of TP53 Activity through Methylation; Downregulation of TGF-beta receptor signaling; Downregulation of SMAD2/3:SMAD4 transcriptional activity; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; APC/C:Cdc20 mediated degradation of Cyclin B; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; APC-Cdc20 mediated degradation of Nek2A; Separation of Sister Chromatids; Senescence-Associated Secretory Phenotype (SASP); Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; Fanconi Anemia Pathway; Stimuli-sensing channels; Regulation of PLK1 Activity at G2/M Transition; Negative regulation of MAPK pathway; Regulation of TP53 Activity through Phosphorylation; Aggrephagy; Regulation of FZD by ubiquitination; Cargo recognition for clathrin-mediated endocytosis; E3 ubiquitin ligases ubiquitinate target proteins; Peroxisomal protein import; PINK1-PRKN Mediated Mitophagy; UCH proteinases; Regulation of PTEN stability and activity; Regulation of TNFR1 signaling; TNFR1-induced NFkappaB signaling pathway; ABC-family proteins mediated transport; Iron uptake and transport; Regulation of NF-kappa B signaling; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RAS processing; Translesion Synthesis by POLH; NOD1/2 Signaling Pathway; VLDLR internalisation and degradation; Regulation of PTEN localization; Spry regulation of FGF signaling; Regulation of necroptotic cell death; IKK complex recruitment mediated by RIP1; Regulation of signaling by CBL; Pexophagy; Negative regulation of FLT3; HDR through Homologous Recombination (HRR); Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Deactivation of the beta-catenin transactivating complex; Oxidative Stress Induced Senescence; activated TAK1 mediates p38 MAPK activation; SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription; Cyclin D associated events in G1; NOTCH3 Activation and Transmission of Signal to the Nucleus; Regulation of TP53 Degradation; Oncogene Induced Senescence; Termination of translesion DNA synthesis; Gap-filling DNA repair synthesis and ligation in GG-NER; Inactivation of CSF3 (G-CSF) signaling; p75NTR recruits signalling complexes; NF-kB is activated and signals survival; MAP3K8 (TPL2)-dependent MAPK1/3 activation; IRAK1 recruits IKK complex; IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation; JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1; TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition); Negative regulation of MET activity; Endosomal Sorting Complex Required For Transport (ESCRT); Regulation of expression of SLITs and ROBOs; NRIF signals cell death from the nucleus; Downregulation of ERBB4 signaling; Translesion synthesis by REV1; SCF-beta-TrCP mediated degradation of Emi1; Activated NOTCH1 Transmits Signal to the Nucleus; Regulation of innate immune responses to cytosolic DNA; N-glycan trimming in the ER and Calnexin/Calreticulin cycle; Translesion synthesis by POLK; Translesion synthesis by POLI; Josephin domain DUBs; PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1; Synthesis of active ubiquitin: roles of E1 and E2 enzymes; ER Quality Control Compartment (ERQC); Negative regulators of DDX58/IFIH1 signaling; Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon; IRAK2 mediated activation of TAK1 complex; TRAF6-mediated induction of TAK1 complex within TLR4 complex; Alpha-protein kinase 1 signaling pathway; Regulation of BACH1 activity; IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation"	"142"	"0"	"1.094"	"1.145"	"1.230"	"1.175"	"0.13"	"0.19"	"0.30"	"0.23"	"0.819244112815768"	"0.999790766394309"	"0.815312930406136"	"0.379977246574167"	"0.999999980584355"	"0.999984921669348"	"0.907826520921627"	"0.929549807959732"	"1030250.4375"	"691451.5"	"825511.125"	"603012.484375"	"835352.453125"	"819799.359375"	"653960.46875"	"545918.625"	"554666.671875"	"1337431.125"	"1736556.34375"	"1429182.1875"	"2362698.3125"	"1702305.375"	"1070576.21875"	"1202030.3125"	"1527594.0386868"	"1294458.82690225"	"1551000.68880933"	"1905585.21664362"	"1681772.62566667"	"2138140.21058255"	"1667946.20623628"	"1685177.36474789"	"923987.931586776"	"1700357.19762589"	"2145104.85298799"	"1825798.52702315"	"2362698.3125"	"2271037.4854085"	"1888586.03948176"	"1733511.58234321"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P50247"	"Adenosylhomocysteinase [OS=Mus musculus]"	"0.000"	"9.414"	"9"	"2"	"13"	"2"	"432"	"47.7"	"6.54"	"22.27"	"2"	"other metabolic processes;stress response;other biological processes"	"cytosol;nucleus;other cell component"	"other molecular function"	"Pf00670, Pf05221"	"11615; 269378"	"Ahcy"	"mmu:11615; mmu:269378; P50247; Q91WF1"	"ENSMUSG00000027597; ENSMUSG00000048087"	"One-carbon metabolism; Glutathione and one-carbon metabolism"	"Methylation; Sulfur amino acid metabolism"	"4"	"0"	"0.063"	"1.557"	"39.697"	"1.615"	"-3.98"	"0.64"	"5.31"	"0.69"	"2.02638017476886E-10"	"0.020507458878942"	"4.76685357853057E-12"	"0.0399807143867594"	"2.57350282195645E-08"	"0.0460994116948118"	"3.26529470129344E-10"	"0.319845715094075"	"492422.21484375"	"496320.921875"	"427895.5"	"385623.875"	"24410.869140625"	"20931.669921875"	"22832.658203125"	"26537.625"	"986005.1484375"	"1090338.9609375"	"1121392.2265625"	"1051740.1328125"	"1521250.77734375"	"1681112.1015625"	"1266276.265625"	"1835844.60546875"	"730134.356203333"	"929156.995533827"	"852876.176769028"	"1269024.62328394"	"49145.1618246356"	"54592.437311396"	"58235.3941072099"	"61421.2392269525"	"1642530.37695402"	"1386213.96304203"	"1385215.00667676"	"1343611.47381722"	"1521250.77734375"	"2242763.64034995"	"2233817.29904176"	"2647568.7458692"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8QZY1"	"Eukaryotic translation initiation factor 3 subunit L [OS=Mus musculus]"	"0.000"	"9.360"	"8"	"3"	"13"	"3"	"564"	"66.6"	"6.44"	"5.42"	"3"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"translational apparatus;nucleus;other cell component"	"nucleic acid binding activity"	"Pf10255"	"223691"	"Eif3l"	"mmu:223691; Q3THF8; Q3TJ04; Q8QZY1; Q91YE4"	"ENSMUSG00000033047"	""	"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"	"6"	"0"	"0.417"	"1.468"	"2.327"	"0.661"	"-1.26"	"0.55"	"1.22"	"-0.60"	"0.100527640772605"	"0.326847138008143"	"0.351059871033618"	"0.0919505016072044"	"0.340353694277955"	"0.449002128980884"	"0.466943711957337"	"0.525217197628638"	"112531.9609375"	"72118.626953125"	"206022.97265625"	""	"85882.5859375"	"24422.26953125"	""	"22118.09375"	"294590.9296875"	"409238.23046875"	"98124.484375"	"207030.390625"	"402687.634765625"	"355068.546875"	"233612.515625"	"71356.07421875"	"258881.965436286"	"445530.002038841"	"532886.674905389"	"470598.204230752"	"252627.176774034"	"208097.308830714"	"168319.022025023"	"175289.973326859"	"660507.025309654"	"874662.112005666"	"684111.867609601"	"563502.20750349"	"402687.634765625"	"490379.86509367"	"492037.183709192"	"115601.293410331"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"P80318"	"T-complex protein 1 subunit gamma [OS=Mus musculus]"	"0.000"	"9.057"	"11"	"4"	"13"	"4"	"545"	"60.6"	"6.70"	"19.35"	"4"	"cell organization and biogenesis;transport;other biological processes"	"cytosol;cytoskeleton;other cell component"	"other molecular function"	"Pf00118"	"12462"	"Cct3"	"mmu:12462; P80318"	"ENSMUSG00000001416"	""	"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; Association of TriC/CCT with target proteins during biosynthesis"	"2"	"0"	"0.909"	"2.233"	"3.972"	"1.617"	"-0.14"	"1.16"	"1.99"	"0.69"	"0.874151001936822"	"0.254182883758928"	"0.00514344018066282"	"0.435855188538881"	"0.999999980584355"	"0.371708303131336"	"0.0134219296143011"	"0.968567085641958"	"589204.140625"	"84850.796875"	"222828.8515625"	"992797.919921875"	"487107.859375"	"272750.845703125"	"253778.578125"	"116618.84375"	"418663.53125"	"1350831.53125"	"1266598.4375"	"1581582.2890625"	"3693288.875"	"1993690.5"	"1118662.8125"	"814430.046875"	"941750.913417517"	"694598.889568994"	"472930.074328762"	"3199646.89764197"	"1020654.78924533"	"711368.634287363"	"726356.171978791"	"744450.652898311"	"1680418.54725965"	"1871607.70339134"	"1743502.77207658"	"2020491.60631329"	"3693288.875"	"2659772.99155436"	"3206869.05228995"	"2391934.5424724"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"1"	""
