"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"WikiPathways"	"Reactome Pathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Variability in Percent Con_Abeta  Con"	"Abundance Ratio Variability in Percent siIft88  Con"	"Abundance Ratio Variability in Percent siIft88_Abeta  Con_Abeta"	"Abundance Ratio Variability in Percent siIft88_Abeta  siIft88"	"Abundance Ratio Weight Con_Abeta  Con"	"Abundance Ratio Weight siIft88  Con"	"Abundance Ratio Weight siIft88_Abeta  Con_Abeta"	"Abundance Ratio Weight siIft88_Abeta  siIft88"	"Abundance F1 Sample Con"	"Abundance F2 Sample Con"	"Abundance F3 Sample Con"	"Abundance F4 Sample Con"	"Abundance F5 Sample Con_Abeta"	"Abundance F6 Sample Con_Abeta"	"Abundance F7 Sample Con_Abeta"	"Abundance F8 Sample Con_Abeta"	"Abundance F9 Sample siIft88"	"Abundance F10 Sample siIft88"	"Abundance F11 Sample siIft88"	"Abundance F12 Sample siIft88"	"Abundance F13 Sample siIft88_Abeta"	"Abundance F14 Sample siIft88_Abeta"	"Abundance F15 Sample siIft88_Abeta"	"Abundance F16 Sample siIft88_Abeta"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"Q9Z0N1"	"Eukaryotic translation initiation factor 2 subunit 3, X-linked [OS=Mus musculus]"	"0.000"	"48.067"	"26"	"11"	"126"	"11"	"472"	"51.0"	"8.40"	"225.04"	"11"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00009, Pf03144, Pf09173"	"26905"	"Eif2s3x"	"mmu:26905; Q9Z0N1"	"ENSMUSG00000035150"	"Translation factors"	"ABC-family proteins mediated transport; L13a-mediated translational silencing of Ceruloplasmin expression; GTP hydrolysis and joining of the 60S ribosomal subunit; Recycling of eIF2:GDP; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; PERK regulates gene expression"	"9"	"0"	"1.280"	"1.434"	"1.155"	"1.073"	"0.36"	"0.52"	"0.21"	"0.10"	"0.453499540055582"	"0.0486908820099246"	"0.357914022157952"	"0.767952745918976"	"0.879051190821847"	"0.27041951830763"	"0.772436485195794"	"0.958635735922166"	"28.90"	"24.27"	"23.34"	"23.67"	"26.4939790471052"	"26.5314008332746"	"26.8432826334323"	"26.8727388675072"	"29211002.6875"	"40160694.5"	"39989166.625"	"44489971.875"	"49962943"	"62290724"	"59309888.5"	"47863033.75"	"60837768"	"53183070.75"	"53410548.25"	"60659501.25"	"65871627.5"	"66059919.875"	"70016701.75"	"60008451.25"	"39519246.1563401"	"47349857.9841694"	"52236445.8762611"	"44538419.4000501"	"59907499.2233342"	"66274323.538572"	"64357090.83773"	"61866413.3075362"	"62652804.9859899"	"72468016.7881694"	"66742136.7467246"	"65385936.2397992"	"76768796.9287114"	"74817358.1007442"	"70016701.75"	"72053417.4727291"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P0DOV2"	"Interferon-activable protein 204 [OS=Mus musculus]"	"0.000"	"47.768"	"18"	"8"	"104"	"8"	"619"	"69.4"	"8.69"	"241.31"	"8"	"cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;signal transduction;other biological processes"	"cytosol;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf02758, Pf02760"	"15951"	"Ifi204"	"B7ZNS3; mmu:15951; P0DOV2; P15092; Q08619; Q3TM07; Q3U776; Q3U7F4; Q3U7K5; Q3UCH9; Q8C4X3; Q921V9"	"ENSMUSG00000073489"	""	"Neutrophil degranulation"	"1"	"0"	"0.876"	"1.503"	"1.575"	"0.780"	"-0.19"	"0.59"	"0.66"	"-0.36"	"0.709137689393622"	"0.0286625141003765"	"0.00420458919475153"	"0.0946712657343662"	"0.944253932630707"	"0.178667620100736"	"0.0399227825521457"	"0.410632621677971"	"41.09"	"54.66"	"23.39"	"40.94"	"24.0220888617402"	"24.5535578778835"	"24.5293052009431"	"24.9225831052729"	"7514141.53125"	"7948989.25"	"6184126.234375"	"14187013.0625"	"8843698.515625"	"10759318.0625"	"9795747.4140625"	"7358637.5859375"	"21368691.03125"	"11832736.15625"	"14115359.8125"	"20223033.875"	"13757883.34375"	"16126202.453125"	"16171497.625"	"13777921.8125"	"10165799.9214837"	"9371937.33303564"	"8078107.21246548"	"14202462.0646406"	"10603936.2404294"	"11447395.0620405"	"10629354.0941369"	"9511568.2940173"	"22006205.6186344"	"16123456.3993487"	"17638637.0427324"	"21798761.5505831"	"16033855.4347279"	"18264022.5120399"	"16171497.625"	"16543442.3249289"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q61699"	"Heat shock protein 105 kDa [OS=Mus musculus]"	"0.000"	"47.656"	"20"	"12"	"59"	"10"	"858"	"96.3"	"5.53"	"137.05"	"12"	"stress response;other biological processes"	"non-structural extracellular;cytosol;nucleus;other cell component"	"cytoskeletal activity;other molecular function"	"Pf00012"	"15505"	"Hsph1"	"mmu:15505; Q3TNS2; Q3UIY8; Q61699; Q62578; Q62579; Q6A0A5; Q8C430; Q8VCW6"	"ENSMUSG00000029657"	""	"Regulation of HSF1-mediated heat shock response"	"1"	"0"	"0.873"	"0.886"	"1.186"	"1.125"	"-0.20"	"-0.17"	"0.25"	"0.17"	"0.650354760375695"	"0.816513787423987"	"0.27733315279011"	"0.558246634935008"	"0.934978341564078"	"0.957583559877036"	"0.699441140107074"	"0.909492928792069"	"28.37"	"28.36"	"30.90"	"30.45"	"25.0834404127618"	"25.0886253118237"	"25.1675799116278"	"25.1724715681685"	"19913522.625"	"17973661.546875"	"17041799.40625"	"20109984.015625"	"14646856.0625"	"18542044.171875"	"20060502.4375"	"14921539.6875"	"18306702.5"	"16447464.90625"	"15376026.375"	"17081688.421875"	"20971244.0625"	"21136780.59375"	"22211696.28125"	"18722663.34375"	"26940787.0341261"	"21191125.6091465"	"22261104.880394"	"20131882.8596407"	"17562146.372933"	"19727839.967205"	"21767627.7981992"	"19287163.1646558"	"18852865.5697729"	"22411552.1375559"	"19213973.4297053"	"18412650.4010917"	"24440525.2743529"	"23938843.4889387"	"22211696.28125"	"22480698.1351411"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Met-loss+Acetyl [N-Term]"
"False"	"High"	"IsMasterProtein"	"P62751"	"60S ribosomal protein L23a [OS=Mus musculus]"	"0.000"	"47.589"	"51"	"11"	"148"	"11"	"156"	"17.7"	"10.45"	"345.59"	"11"	"cell organization and biogenesis;protein metabolism;other metabolic processes"	"cytosol;translational apparatus;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00276, Pf03939"	"268449"	"Rpl23a"	"mmu:268449; P29316; P39024; P62751; Q92774"	"ENSMUSG00000058546"	"Cytoplasmic ribosomal proteins"	"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"8"	"0"	"1.536"	"1.352"	"0.878"	"0.913"	"0.62"	"0.44"	"-0.19"	"-0.13"	"0.186302671630005"	"0.0886484298223005"	"0.424554344518947"	"0.482798620962853"	"0.629255434360518"	"0.398095210953742"	"0.800279388174488"	"0.879312802370957"	"44.48"	"61.21"	"29.58"	"36.84"	"29.3542984610871"	"29.2253705371097"	"29.6836789218459"	"29.5820203979456"	"241225491.46875"	"266994374.90625"	"224899997.40625"	"311670884.5"	"414073506.03125"	"451815974.390625"	"466837007.078125"	"411546958.265625"	"414313748.328125"	"332505446.65625"	"350052324.9375"	"399288187.0625"	"432120951.320313"	"427501776.421875"	"462814623.796875"	"399913771.578125"	"326351329.960236"	"314789021.748193"	"293778978.998236"	"312010279.701836"	"496490133.516962"	"480710387.419152"	"506564291.90456"	"531954040.951708"	"426674405.231574"	"453076701.864623"	"437427454.032687"	"430399713.195361"	"503606891.457945"	"484174875.715586"	"462814623.796875"	"480184929.562105"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8BK64"	"Activator of 90 kDa heat shock protein ATPase homolog 1 [OS=Mus musculus]"	"0.000"	"47.514"	"40"	"11"	"137"	"11"	"338"	"38.1"	"5.53"	"308.69"	"11"	"other biological processes"	"cytosol;ER/Golgi;other cell component"	"other molecular function"	"Pf08327, Pf09229"	"217737"	"Ahsa1"	"mmu:217737; Q8BK64; Q8R3E6"	"ENSMUSG00000021037"	""	""	"0"	"0"	"1.001"	"0.817"	"1.069"	"1.285"	"0.00"	"-0.29"	"0.10"	"0.36"	"0.982144021870993"	"0.545278241184547"	"0.663735246480293"	"0.159696181463847"	"0.996206066226235"	"0.885019736530558"	"0.924803834597131"	"0.586085109500463"	"31.40"	"33.99"	"16.97"	"19.54"	"25.9917036579417"	"25.8044158227605"	"26.139844137401"	"25.971941742618"	"26708557.7890625"	"31029677.28125"	"27838343.296875"	"42474161.3125"	"35046633.484375"	"41234861.578125"	"37930222.890625"	"36745829.4296875"	"32322712.625"	"26704347.4921875"	"27030993.875"	"31564712.0664063"	"39488877.0703125"	"33451442.65625"	"39269007"	"34124109.8984375"	"36133715.8138179"	"36584297.9274623"	"36364251.5121303"	"42520413.7129275"	"42022267.7484325"	"43871902.2963498"	"41158040.6202804"	"47496627.2029356"	"33287030.0355581"	"36387727.8068031"	"33778089.6979489"	"34024154.6348299"	"46021537.6453795"	"37886036.9333617"	"39269007"	"40973540.97932"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9DCH4"	"Eukaryotic translation initiation factor 3 subunit F [OS=Mus musculus]"	"0.000"	"47.464"	"29"	"9"	"102"	"9"	"361"	"38.0"	"5.58"	"271.28"	"9"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"translational apparatus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf01398, Pf13012"	"66085"	"Eif3f"	"mmu:66085; Q5XJV3; Q9DCH4"	"ENSMUSG00000031029"	"Translation factors"	"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"	"7"	"0"	"0.862"	"0.664"	"0.906"	"1.098"	"-0.21"	"-0.59"	"-0.14"	"0.13"	"0.622483161779759"	"0.121030441320692"	"0.545790141691935"	"0.662222798334993"	"0.926503272414482"	"0.489559914683801"	"0.874773355627464"	"0.938005850475854"	"28.36"	"32.51"	"22.54"	"32.67"	"26.0352645249146"	"25.7768148143012"	"25.9257279144628"	"25.6447764899254"	"32205646"	"39037831.75"	"30731129.625"	"47803400.875"	"31115803.8125"	"39398050"	"35662975.78125"	"28214444.59375"	"26395446.46875"	"21243053.03125"	"22188746.65625"	"21877797.03125"	"30873939.96875"	"29142806.671875"	"34845787.1875"	"29991520.7421875"	"43570666.3517779"	"46025991.6414642"	"40142996.8377761"	"47855456.5712337"	"37309051.0847362"	"41917623.4408327"	"38697853.4262069"	"36469198.7473426"	"27182929.5270124"	"28946089.4602555"	"27727188.955973"	"23582459.6687165"	"35981428.0867767"	"33006213.2523958"	"34845787.1875"	"36011453.7146774"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P27870"	"Proto-oncogene vav [OS=Mus musculus]"	"0.000"	"47.124"	"16"	"14"	"155"	"13"	"845"	"98.1"	"6.51"	"196.80"	"14"	"cell organization and biogenesis;other metabolic processes;transport;signal transduction;other biological processes"	"cytosol;other cell component"	"enzyme regulator activity;other molecular function"	"Pf00017, Pf00018, Pf00130, Pf00169, Pf00621, Pf11971"	"22324"	"Vav1"	"mmu:22324; P27870; Q8BTV7"	"ENSMUSG00000034116"	"IL-5 signaling pathway; Chemokine signaling pathway; Microglia pathogen phagocytosis pathway; IL-3 signaling pathway; IL-6 signaling pathway; Kit receptor signaling pathway; IL-2 signaling pathway; Regulation of actin cytoskeleton; EGFR1 signaling pathway; Focal adhesion"	"RHOA GTPase cycle; Regulation of actin dynamics for phagocytic cup formation; FCERI mediated MAPK activation; FCERI mediated Ca+2 mobilization; Antigen activates B Cell Receptor (BCR) leading to generation of second messengers; PIP3 activates AKT signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; RAC1 GTPase cycle; NRAGE signals death through JNK; G alpha (12/13) signalling events; RHOG GTPase cycle; Signaling by SCF-KIT; RAC2 GTPase cycle; GPVI-mediated activation cascade; Azathioprine ADME; Regulation of signaling by CBL; CD28 dependent Vav1 pathway; VEGFR2 mediated vascular permeability; Erythropoietin activates RAS"	"31"	"1"	"1.159"	"0.980"	"0.960"	"1.155"	"0.21"	"-0.03"	"-0.06"	"0.21"	"0.662518020406467"	"0.819435144451629"	"0.812691095088549"	"0.453160016527367"	"0.935144128732979"	"0.95818090006516"	"0.971750823524623"	"0.864046348563526"	"42.42"	"24.98"	"22.12"	"31.52"	"26.8463393165618"	"26.815333085148"	"26.9685724188652"	"26.9401100144665"	"34970020.6875"	"72596896.25"	"56529554"	"66107710.5625"	"57106396.609375"	"62738220.15625"	"62047948.875"	"53202246.71875"	"53792522.25"	"77440319.9765625"	"46945226.421875"	"60314905.796875"	"78826425.28125"	"70515820.28125"	"73106825.2890625"	"68228133.953125"	"47310558.6421038"	"85592462.2401383"	"73842573.8055795"	"66179698.8067831"	"68472776.1237673"	"66750437.8480089"	"67328156.9572198"	"68767730.0520404"	"55397371.0250805"	"105521293.317625"	"58663032.3805884"	"65014490.7801062"	"91866712.0382372"	"79863968.7685513"	"73106825.2890625"	"81922964.46094"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9EQU5"	"Protein SET [OS=Mus musculus]"	"0.000"	"46.869"	"40"	"8"	"51"	"8"	"289"	"33.4"	"4.32"	"139.59"	"8"	"cell organization and biogenesis;other biological processes"	"cytosol;ER/Golgi;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00956"	"56086"	"Set"	"A2BE95; mmu:56086; Q9CY82; Q9D0A9; Q9EQU5; Q9Z181"	"ENSMUSG00000054766"	""	"Condensation of Prophase Chromosomes; HuR (ELAVL1) binds and stabilizes mRNA"	"2"	"0"	"0.123"	"0.845"	"1.808"	"0.261"	"-3.02"	"-0.24"	"0.85"	"-1.94"	"3.96511712352776E-11"	"0.652473532545464"	"0.000195486656655586"	"1E-17"	"6.73896002353951E-10"	"0.92925866242954"	"0.00276711001819493"	"1.95736040609137E-16"	"26.60"	"21.06"	"30.51"	"21.91"	"25.8325305047691"	"26.6124751256397"	"24.0202992197907"	"25.8351468411766"	"51977081"	"54146597.375"	"54655507.25"	"63764011.625"	"5285869.3125"	"5421960.890625"	"5751462.1875"	"4296743.640625"	"54657456.1875"	"44149831.5625"	"45459041.625"	"51108216.5"	"12410118.1875"	"11024965.875"	"11744689.84375"	"11578826.1875"	"70319224.5915619"	"63839376.4836973"	"71394572.2619625"	"63833447.6893603"	"6337961.55148907"	"5768704.66746807"	"6240904.91167771"	"5553850.16620335"	"56288109.4445431"	"60159195.2052919"	"56805887.0751396"	"55090439.5277871"	"14463128.9548371"	"12486524.6806108"	"11744689.84375"	"13902941.6649393"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P47963"	"60S ribosomal protein L13 [OS=Mus musculus]"	"0.000"	"46.703"	"37"	"10"	"244"	"10"	"211"	"24.3"	"11.55"	"436.13"	"10"	"protein metabolism;other metabolic processes;developmental processes"	"cytosol;ER/Golgi;translational apparatus;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf01294"	"270106"	"Rpl13"	"mmu:270106; P47963; Q9CRZ9; Q9DCH1"	"ENSMUSG00000000740"	"Cytoplasmic ribosomal proteins"	"Major pathway of rRNA processing in the nucleolus and cytosol; L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"8"	"0"	"1.249"	"1.182"	"0.917"	"0.964"	"0.32"	"0.24"	"-0.12"	"-0.05"	"0.502177119781429"	"0.276752222842263"	"0.600971318912235"	"0.71324529809715"	"0.883552587998051"	"0.715960662841932"	"0.900042443123388"	"0.946467633724597"	"26.65"	"28.24"	"21.74"	"26.49"	"29.5891740437044"	"29.4946641893585"	"29.7612559994767"	"29.677686953251"	"306360838.015625"	"378533223.617188"	"273645759.355469"	"454497282.796875"	"440798051.078125"	"495014340.984375"	"510851928.3125"	"418864315.976563"	"491448570.585938"	"324467980.036133"	"382447371.998047"	"452293592.804688"	"453547892.533203"	"432418989.421875"	"467353707.824219"	"391430164.773438"	"414472228.143782"	"446294432.995019"	"357453858.238295"	"454992209.351456"	"528533895.663632"	"526671364.272977"	"554324831.601009"	"541412252.038546"	"506110471.599882"	"442124734.297744"	"477908496.292567"	"487535166.15498"	"528578500.042776"	"489743954.312332"	"467353707.824219"	"469998483.319291"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"C0HKE3"	"Histone H2A type 1-D [OS=Mus musculus]"	"0.000"	"46.412"	"60"	"7"	"189"	"3"	"130"	"14.1"	"11.05"	"367.67"	"7"	"other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00125, Pf16211"	"319164; 319165; 319166; 319167; 319170; 319171; 319172; 319191; 665433"	"H2ac7"	"C0HKE3; mmu:319164; mmu:319165; mmu:319166; mmu:319167; mmu:319170; mmu:319171; mmu:319172; mmu:319191; mmu:665433; P10812; P22752; Q149U0; Q5SZZ2"	"ENSMUSG00000061615; ENSMUSG00000069270; ENSMUSG00000069272; ENSMUSG00000069301; ENSMUSG00000069309; ENSMUSG00000071478; ENSMUSG00000071516; ENSMUSG00000094248; ENSMUSG00000094777"	"Proteasome degradation"	"Ub-specific processing proteases; Deposition of new CENPA-containing nucleosomes at the centromere; RMTs methylate histone arginines; UCH proteinases; Metalloprotease DUBs; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; PRC2 methylates histones and DNA; Condensation of Prophase Chromosomes"	"9"	"4"	"1.043"	"1.258"	"1.083"	"0.892"	"0.06"	"0.33"	"0.11"	"-0.17"	"0.916540026679434"	"0.169388169879627"	"0.606526954132237"	"0.396343845998706"	"0.97608353753716"	"0.578266063659962"	"0.900042443123388"	"0.839726302291765"	"42.60"	"37.60"	"30.67"	"38.19"	"28.2882354585776"	"28.380188133141"	"28.498396650549"	"28.5782223879296"	"127525982.75"	"171418272"	"135366641.75"	"174608771.875"	"168483432.875"	"182744615.25"	"188992641.375"	"133889641.75"	"258056078"	"176802293.632813"	"187330866"	"207257021.25"	"206341238.511719"	"201160096.25"	"242993756.25"	"166217211.5"	"172528507.752425"	"202103846.463405"	"176824696.586812"	"174798912.765022"	"202018146.210958"	"194431449.472483"	"205075694.732311"	"173061990.958804"	"265754935.82183"	"240913347.09494"	"234089757.269143"	"223405964.398746"	"240476351.329333"	"227827508.498267"	"242993756.25"	"199580523.774348"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P51410"	"60S ribosomal protein L9 [OS=Mus musculus]"	"0.000"	"46.380"	"51"	"7"	"127"	"7"	"192"	"21.9"	"9.95"	"386.95"	"7"	"protein metabolism;other metabolic processes"	"cytosol;translational apparatus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00347"	"20005"	"Rpl9"	"mmu:20005; P51410; Q9JK58"	"ENSMUSG00000047215"	"Cytoplasmic ribosomal proteins; mRNA processing"	"Major pathway of rRNA processing in the nucleolus and cytosol; L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"9"	"0"	"0.993"	"1.070"	"0.954"	"0.852"	"-0.01"	"0.10"	"-0.07"	"-0.23"	"0.959987540015847"	"0.527722192664196"	"0.78290870752416"	"0.259739464233206"	"0.989060343529988"	"0.875616205659281"	"0.968150290909544"	"0.716932980732458"	"43.30"	"30.46"	"28.98"	"29.01"	"27.2478270893964"	"27.3791274298445"	"27.3541050784565"	"27.476464778775"	"65710128.5742188"	"74325531.3125"	"65858006.0644531"	"99104530.2695313"	"85147909.9746094"	"94243177.5"	"93882641.296875"	"76835887.1152344"	"116508144.746094"	"72136165.4082031"	"97914716.4960938"	"111728387.110352"	"75207737.390625"	"89727440.9589844"	"115723694.375"	"64588125.875"	"88898514.5039387"	"87630540.1602258"	"86028003.5731873"	"99212450.5268491"	"102095634.171759"	"100270191.705238"	"101871944.575128"	"99315909.9348207"	"119984054.511278"	"98293776.0478193"	"122354808.404332"	"120433980.583925"	"87649383.1765239"	"101622437.544498"	"115723694.375"	"77552329.7220998"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"E9Q5C9"	"Nucleolar and coiled-body phosphoprotein 1 [OS=Mus musculus]"	"0.000"	"46.145"	"17"	"11"	"180"	"11"	"702"	"73.7"	"9.36"	"421.84"	"11"	"cell organization and biogenesis;RNA metabolism OR transcription;stress response;developmental processes;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf05022"	"70769"	"Nolc1"	"E9Q5C9; mmu:70769; Q3TKZ9; Q3U6W2; Q3UBB6; Q3UI16; Q6ZQK6; Q8CE21"	"ENSMUSG00000015176"	""	""	"0"	"0"	"1.103"	"0.749"	"0.610"	"0.967"	"0.14"	"-0.42"	"-0.71"	"-0.05"	"0.778565219066328"	"0.317420104219031"	"0.00207273543059716"	"0.726110166817891"	"0.948857547671915"	"0.759215219797873"	"0.0220923265507436"	"0.946827808746043"	"45.08"	"38.09"	"31.03"	"28.32"	"26.1279636403277"	"25.8983876042688"	"25.9444386845997"	"25.6807034812353"	"30323220.125"	"37564701.296875"	"27016661.75"	"55358849.75"	"38109792.3125"	"41113001.8125"	"44327941.875"	"35857742.5"	"38070692.765625"	"21302329.3125"	"22964111.375"	"36105283.71875"	"23572504.15625"	"26272120.4121094"	"28310843.1875"	"23771525.2421875"	"41023952.9670634"	"44289156.1953635"	"35290917.7251735"	"55419132.9811862"	"45695113.5437022"	"43742249.3879429"	"48100198.0285124"	"46348710.9773982"	"39206495.7006023"	"29026860.1732698"	"28696089.2908877"	"38918516.1517306"	"27472112.8557566"	"29754965.5624474"	"28310843.1875"	"28542973.4739047"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
