"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"Reactome Pathways"	"WikiPathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Variability in Percent Con_Abeta  Con"	"Abundance Ratio Variability in Percent siIft88  Con"	"Abundance Ratio Variability in Percent siIft88_Abeta  Con_Abeta"	"Abundance Ratio Variability in Percent siIft88_Abeta  siIft88"	"Abundance Ratio Weight Con_Abeta  Con"	"Abundance Ratio Weight siIft88  Con"	"Abundance Ratio Weight siIft88_Abeta  Con_Abeta"	"Abundance Ratio Weight siIft88_Abeta  siIft88"	"Abundance F1 Sample Con"	"Abundance F2 Sample Con"	"Abundance F3 Sample Con"	"Abundance F4 Sample Con"	"Abundance F5 Sample Con_Abeta"	"Abundance F6 Sample Con_Abeta"	"Abundance F7 Sample Con_Abeta"	"Abundance F8 Sample Con_Abeta"	"Abundance F9 Sample siIft88"	"Abundance F10 Sample siIft88"	"Abundance F11 Sample siIft88"	"Abundance F12 Sample siIft88"	"Abundance F13 Sample siIft88_Abeta"	"Abundance F14 Sample siIft88_Abeta"	"Abundance F15 Sample siIft88_Abeta"	"Abundance F16 Sample siIft88_Abeta"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"P98064-2"	"Isoform 2 of Mannan-binding lectin serine protease 1 [OS=Mus musculus]"	"0.000"	"22.224"	"8"	"4"	"33"	"4"	"733"	"82.4"	"5.39"	"87.13"	"4"	""	""	""	""	""	"Masp1"	"P98064-2"	""	""	""	"0"	"0"	"0.831"	"1.120"	"1.148"	"1.010"	"-0.27"	"0.16"	"0.20"	"0.01"	"0.503962419465317"	"0.759960697716848"	"0.732575440707706"	"0.606909437254285"	"0.85638065054706"	"0.949776908441801"	"0.920691683226005"	"0.877367914391417"	"25.13"	"41.05"	"30.18"	"32.88"	"24.3674785797264"	"23.6232785430116"	"23.4544184323833"	"21.4023283045935"	"10967585.3125"	"12096899.8125"	"13397448.5625"	"10007282.125"	"8221783.1875"	"10125811.0625"	"10944670.3125"	""	"1432055.17578125"	"1164237.1640625"	"1374855.7578125"	"1556681.4375"	"1057626.53125"	"1756568"	"1250400.4375"	"1497784.875"	"11678523.8748004"	"12524523.6079916"	"13397448.5625"	"11623817.6979578"	"9901750.55503938"	"11588531.9996773"	"12943794.8050968"	""	"14656422.789343"	"13246824.6727054"	"14071748.7139862"	"12074698.5640523"	"10808113.9475156"	"13725568.1419424"	"15369129.4688938"	"12157103.7234038"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P06801"	"NADP-dependent malic enzyme [OS=Mus musculus]"	"0.000"	"22.152"	"9"	"3"	"12"	"3"	"572"	"63.9"	"7.44"	"35.65"	"3"	"cell organization and biogenesis;other metabolic processes;other biological processes"	"cytosol;other cell component"	"other molecular function"	"Pf00390, Pf03949"	"17436"	"Me1"	"mmu:17436; P06801; Q9DBF9"	"ENSMUSG00000032418"	"Pyruvate metabolism"	"PPAR signaling pathway"	"2"	"0"	"1.545"	"1.158"	"0.742"	"1.011"	"0.63"	"0.21"	"-0.43"	"0.02"	"0.0136702114432166"	"0.791473506896602"	"0.328409249539378"	"0.659751743859503"	"0.0891451816649193"	"0.960631972616733"	"0.724990332301582"	"0.907421455225499"	"25.12"	"50.73"	"45.07"	"40.27"	"22.746182928501"	"21.6854203925133"	"21.9518031921848"	"18.5869710392724"	"2873016.25"	"3662582.75"	"2801954.875"	"3501543.125"	"3821025.875"	"3863563"	"4865910.25"	""	"170609.41015625"	"110400.1875"	"241899.234375"	"236401.90625"	"171700.9765625"	"252478.296875"	"160993.78515625"	"216794.03125"	"3059250.31921783"	"3792054.56188014"	"2801954.875"	"4067168.13198044"	"4601780.92948539"	"4421672.8103966"	"5754704.52902392"	""	"1746108.45264833"	"1256146.06094793"	"2475856.26411208"	"1833696.79188848"	"1754649.36322456"	"1972828.87318873"	"1978833.54287748"	"1759656.92304184"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"C0HKE3"	"Histone H2A type 1-D [OS=Mus musculus]"	"0.000"	"22.028"	"44"	"3"	"49"	"2"	"130"	"14.1"	"11.05"	"122.16"	"3"	"other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00125, Pf16211"	"319164; 319165; 319166; 319167; 319170; 319171; 319172; 319191; 665433"	"H2ac7"	"C0HKE3; mmu:319164; mmu:319165; mmu:319166; mmu:319167; mmu:319170; mmu:319171; mmu:319172; mmu:319191; mmu:665433; P10812; P22752; Q149U0; Q5SZZ2"	"ENSMUSG00000061615; ENSMUSG00000069270; ENSMUSG00000069272; ENSMUSG00000069301; ENSMUSG00000069309; ENSMUSG00000071478; ENSMUSG00000071516; ENSMUSG00000094248; ENSMUSG00000094777"	"Ub-specific processing proteases; Deposition of new CENPA-containing nucleosomes at the centromere; RMTs methylate histone arginines; UCH proteinases; Metalloprotease DUBs; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; PRC2 methylates histones and DNA; Condensation of Prophase Chromosomes"	"Proteasome degradation"	"9"	"0"	"0.954"	"1.230"	"1.406"	"1.072"	"-0.07"	"0.30"	"0.49"	"0.10"	"0.895961234573744"	"0.84956289699602"	"0.962392888077496"	"0.24988338233737"	"0.959366446826187"	"0.978705321433066"	"0.992722154202967"	"0.626304691154523"	"19.86"	"39.37"	"23.23"	"58.98"	"28.3220264977951"	"27.590342601851"	"27.4867714563814"	"25.7021758221605"	"185276972"	"167597336"	"231401648"	"150133056"	"183093932"	"132216758"	"159351638"	""	"20906206.2695313"	"13453715.5"	"61120105.7265625"	"31995557.21875"	"24282140.0351563"	"29061165.0390625"	"28917502.5625"	"28540524.1289063"	"197286957.821666"	"173521879.481838"	"231401648"	"174384938.046432"	"220505746.923814"	"151316089.300831"	"188458386.158269"	""	"213965357.752577"	"153077925.981232"	"625568729.133365"	"248179685.000768"	"248144433.441282"	"227079737.891096"	"355435608.842812"	"231655505.371172"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P62855"	"40S ribosomal protein S26 [OS=Mus musculus]"	"0.000"	"22.013"	"37"	"3"	"25"	"3"	"115"	"13.0"	"11.00"	"28.68"	"3"	"protein metabolism;other metabolic processes;other biological processes"	"other membranes;cytosol;ER/Golgi;translational apparatus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf01283"	"27370"	"Rps26"	"mmu:27370; P02383; P62855; P70394; Q06722"	"ENSMUSG00000025362"	"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"	"Cytoplasmic ribosomal proteins"	"11"	"0"	"0.577"	"3.803"	"2.426"	"1.004"	"-0.79"	"1.93"	"1.28"	"0.01"	"0.0645081013896007"	"0.230100761894682"	"0.455143434197719"	"0.655908298545128"	"0.287626631081523"	"0.65812495191805"	"0.833318331547701"	"0.906178046261451"	"101.61"	"140.51"	"115.28"	"38.36"	"22.4699571478224"	"22.4855983315457"	"22.2595769138729"	"22.2776583271055"	"3816311.796875"	"5203401.13671875"	"2301355.29101563"	"2906476.875"	"2478928.890625"	"923890.6953125"	"4258604.93066406"	""	"2419307.31542969"	"1995945.125"	"4166214.35644531"	"2671450.72753906"	"2457614.32421875"	"2645746.890625"	"1805042.9921875"	"2629672.34375"	"4063691.97627218"	"5387340.673132"	"2301355.29101563"	"3375977.30495982"	"2985451.56918847"	"1057351.04286942"	"5036470.42849096"	""	"24760492.1039051"	"22710093.7363624"	"42641507.0667328"	"20721620.6776104"	"25114891.5712328"	"20673483.3115517"	"22186444.127703"	"21344319.8520316"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"n/a"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P62849"	"40S ribosomal protein S24 [OS=Mus musculus]"	"0.000"	"21.781"	"29"	"4"	"27"	"4"	"133"	"15.4"	"10.78"	"74.98"	"4"	"protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes"	"cytosol;ER/Golgi;translational apparatus;other cell component"	"other molecular function"	"Pf01282"	"20088"	"Rps24"	"mmu:20088; P16632; P62849; Q642L0; Q6PDB5"	"ENSMUSG00000025290"	"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"	"Cytoplasmic ribosomal proteins; mRNA processing"	"12"	"0"	"0.853"	"1.095"	"0.649"	"0.649"	"-0.23"	"0.13"	"-0.62"	"-0.62"	"0.650897568681576"	"0.739553114301924"	"0.240756559188473"	"2.09366086827423E-05"	"0.888328736802356"	"0.942521049113135"	"0.646674833650671"	"0.000248248360095373"	"51.84"	"99.49"	"77.46"	"38.58"	"23.8607712919532"	"23.2736761053215"	"22.8683555200744"	"21.2900266546629"	"8846028.6875"	"8439010.5625"	"9509798.1875"	"7713324.0625"	"6862033.40625"	"6593663.75"	"6216161.25"	""	"1133917"	"1278742.46875"	"2048961.1875"	"1761260.75"	"996139.0234375"	"1135153.62109375"	"565029.2734375"	"1219507.59375"	"9419444.14203868"	"8737328.46071063"	"9509798.1875"	"8959302.99834245"	"8264161.37953342"	"7546149.42846091"	"7351588.80057805"	""	"11605116.3677803"	"14549679.2302744"	"20971266.8339007"	"13661557.2953067"	"10179759.8251953"	"8869926.11609397"	"6944981.6208785"	"9898404.3410756"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9WTX5"	"S-phase kinase-associated protein 1 [OS=Mus musculus]"	"0.000"	"21.737"	"27"	"3"	"21"	"3"	"163"	"18.7"	"4.54"	"42.31"	"3"	"protein metabolism;other metabolic processes;other biological processes"	"cytosol;cytoskeleton;nucleus;other cell component"	"other molecular function"	"Pf01466, Pf03931"	"21402"	"Skp1"	"mmu:21402; Q8C5H6; Q9WTX5"	"ENSMUSG00000036309"	"Neddylation; FCERI mediated NF-kB activation; Regulation of PLK1 Activity at G2/M Transition; Antigen processing: Ubiquitination & Proteasome degradation; Downstream TCR signaling; Iron uptake and transport; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Activation of NF-kappaB in B cells; SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; Regulation of RUNX2 expression and activity; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Cyclin D associated events in G1; MAP3K8 (TPL2)-dependent MAPK1/3 activation; Prolactin receptor signaling; SCF-beta-TrCP mediated degradation of Emi1; Regulation of BACH1 activity"	"Delta-Notch signaling pathway; Wnt signaling pathway"	"26"	"0"	"1.173"	"2.846"	"2.132"	"1.068"	"0.23"	"1.51"	"1.09"	"0.09"	"0.299102067084471"	"0.398973135456052"	"0.576184602653264"	"0.364734881259558"	"0.718279341598082"	"0.848453798988964"	"0.873373821271013"	"0.750658811381449"	"58.11"	"61.68"	"87.76"	"53.27"	"21.761087171627"	"20.4886192959547"	"21.4948748433098"	"19.7345928009222"	"994643.25"	"2060432.109375"	"682455.34375"	"1135996.328125"	"1013871.53125"	"2491211.8125"	"2699977.46875"	""	"414448.5859375"	"246027.2734375"	"529338.375"	"402214.49609375"	"341296.328125"	"481498.984375"	"447313.609375"	"484429.943359375"	"1059117.81044411"	"2133268.10972388"	"682455.34375"	"1319500.5455764"	"1221037.18479907"	"2851079.05222979"	"3193148.20236936"	""	"4241689.70768291"	"2799326.68062068"	"5417816.7821192"	"3119853.9928785"	"3487780.88980423"	"3762363.38150025"	"5498095.30571486"	"3931983.26838663"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q99KR8"	"Plasma alpha-L-fucosidase [OS=Mus musculus]"	"0.000"	"21.708"	"10"	"4"	"15"	"4"	"461"	"53.6"	"6.61"	"45.01"	"4"	"other metabolic processes;other biological processes"	"non-structural extracellular;other cytoplasmic organelle"	"other molecular function"	"Pf01120, Pf16757"	"66848"	"Fuca2"	"mmu:66848; Q8VEM3; Q99KR8; Q9D7Z8; Q9DCL7"	"ENSMUSG00000019810"	"Neutrophil degranulation; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation"	""	"3"	"0"	"0.903"	"0.010"	"0.010"	""	"-0.15"	"-6.64"	"-6.64"	""	"0.973759919244376"	"1E-17"	"1E-17"	""	"0.990880972769552"	"6.59604519774011E-17"	"6.29076086956522E-17"	""	"27.03"	""	""	""	"23.3616982010809"	""	""	""	"7367808.125"	"5829902.3125"	"6313061.3125"	"5398372.5625"	"5771974.625"	"4712163.3125"	"3217186.8125"	""	""	""	""	""	""	""	""	""	"7845402.66987419"	"6035988.58194568"	"6313061.3125"	"6270403.66688546"	"6951369.50748824"	"5392857.42125329"	"3804829.63503278"	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"P24270"	"Catalase [OS=Mus musculus]"	"0.000"	"21.693"	"9"	"3"	"9"	"3"	"527"	"59.8"	"7.88"	"28.86"	"3"	"protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes"	"non-structural extracellular;plasma membrane;other membranes;cytosol;mitochondrion;ER/Golgi;other cytoplasmic organelle;other cell component"	"other molecular function"	"Pf00199, Pf06628"	"12359"	"Cat"	"mmu:12359; P24270; Q3TXQ6"	"ENSMUSG00000027187"	"Neutrophil degranulation; Peroxisomal protein import; Detoxification of Reactive Oxygen Species"	"Selenium micronutrient network; Folic acid network; Oxidative stress response; Tryptophan metabolism"	"7"	"0"	"0.784"	"1.403"	"1.257"	"0.723"	"-0.35"	"0.49"	"0.33"	"-0.47"	"0.499226292943746"	"0.978133061893179"	"0.833597903963259"	"0.0110075778716416"	"0.85638065054706"	"0.996488699929306"	"0.941955999463639"	"0.0719828880212202"	"13.89"	"49.10"	"15.59"	"41.41"	"22.8519265320573"	"22.4960879670248"	"21.4514490759977"	"20.2100443205491"	"5826101"	"4834338.375"	"5787425.75"	"3714030.875"	"3759782.3125"	"1711353.875"	"2280880.5"	""	"900296.03125"	"577849.640625"	"368742.6875"	"678423.16796875"	"586224.4375"	"587361.046875"	"326782.4375"	"739356.59375"	"6203759.32229597"	"5005231.59199365"	"5787425.75"	"4313980.28718879"	"4528023.39232497"	"1958566.97510934"	"2697500.09127528"	""	"9214113.73857789"	"6574839.82888411"	"3774108.23581653"	"5262319.60808106"	"5990754.13873157"	"4589554.21754549"	"4016602.55345056"	"6001152.06718274"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"n/a"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q9CWK8"	"Sorting nexin-2 [OS=Mus musculus]"	"0.000"	"21.639"	"9"	"3"	"9"	"3"	"519"	"58.4"	"5.12"	"23.81"	"3"	"cell organization and biogenesis;transport"	"other membranes;cytosol;other cytoplasmic organelle;other cell component"	"signal transduction activity or receptor binding;other molecular function"	"Pf00787, Pf03700, Pf09325"	"67804"	"Snx2"	"mmu:67804; Q3UKW3; Q9CQV0; Q9CWK8"	"ENSMUSG00000034484"	"Golgi Associated Vesicle Biogenesis"	""	"1"	"0"	"0.555"	"0.010"	"0.010"	""	"-0.85"	"-6.64"	"-6.64"	""	"0.261809353914581"	"1E-17"	"1E-17"	""	"0.673431838124729"	"6.59604519774011E-17"	"6.29076086956522E-17"	""	"37.31"	""	""	""	"18.8009747279645"	""	""	""	"344419.3125"	"514375.03125"	"282271.53125"	"191658.140625"	"144926.84375"	"122974.2578125"	"206386.890625"	""	""	""	""	""	""	""	""	""	"366745.190428495"	"532558.120023036"	"282271.53125"	"222617.815619399"	"174539.929211879"	"140738.46657819"	"244084.973456066"	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8BJY1"	"26S proteasome non-ATPase regulatory subunit 5 [OS=Mus musculus]"	"0.000"	"21.628"	"13"	"4"	"8"	"4"	"504"	"55.9"	"5.21"	"27.77"	"4"	"cell organization and biogenesis"	"other cell component"	""	"Pf10508"	"66998"	"Psmd5"	"A2AUB0; mmu:66998; Q3UFV2; Q5DU49; Q8BJY1; Q8BMA9; Q8VEE9"	"ENSMUSG00000026869"	"Antigen processing: Ubiquitination & Proteasome degradation; Downstream TCR signaling; FCERI mediated NF-kB activation; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Separation of Sister Chromatids; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; MAPK6/MAPK4 signaling; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2"	"Proteasome degradation"	"49"	"0"	"0.966"	"1.238"	"2.715"	"1.088"	"-0.05"	"0.31"	"1.44"	"0.12"	"0.752084231582723"	"0.855651743602552"	"0.36239115353879"	"0.324825549531066"	"0.920562860576055"	"0.981098361207884"	"0.764754348625615"	"0.716741856736237"	"56.62"	"49.35"	"57.86"	"38.80"	"21.9385629400603"	"21.180727120361"	"21.1086770617327"	"19.2391579822929"	"1836616.34375"	"2464718.71875"	"2993503"	"1243045.5"	"2500269.65625"	"1853595.09375"	"1891825.28125"	""	"165704.546875"	"375408.53125"	"108409.71875"	"461097.53125"	"328452.8125"	"529978.265625"	"219779.609375"	"415465.203125"	"1955669.11112941"	"2551846.19683673"	"2993503"	"1443842.00443103"	"3011152.92047119"	"2121355.60556898"	"2237381.07667138"	""	"1695909.4441257"	"4271441.54783195"	"1109581.359161"	"3576591.56481875"	"3356530.22970814"	"4141173.46927896"	"2701391.62607841"	"3372215.63133735"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"O35345"	"Importin subunit alpha-7 [OS=Mus musculus]"	"0.000"	"21.359"	"11"	"4"	"13"	"1"	"536"	"59.9"	"4.94"	"36.62"	"4"	"RNA metabolism OR transcription;other metabolic processes;transport;other biological processes"	"cytosol;nucleus;other cell component"	"other molecular function"	"Pf00514, Pf01749, Pf16186"	"16650"	"Kpna6"	"mmu:16650; O35345; Q3U388; Q9CVP9"	"ENSMUSG00000003731"	"Assembly of the ORC complex at the origin of replication"	""	"1"	"3"	"0.562"	"0.646"	"2.758"	"1.392"	"-0.83"	"-0.63"	"1.46"	"0.48"	"0.0357043938639616"	"0.325656474733636"	"0.350499682709344"	"0.00799278407091442"	"0.192222492546677"	"0.777164350360653"	"0.751998855859251"	"0.0542403397013626"	"66.42"	"84.77"	"15.20"	"52.35"	"22.6360310996639"	"22.0672343698488"	"21.2841790597044"	"18.7139329855505"	"4053180.125"	"4331415.375"	"5969677.625"	"3116352"	"2328161.03125"	"2024746.3125"	"2414566.875"	""	"398863.765625"	"166255.84375"	"47644.0625"	"251319.9921875"	"146885.25"	"377341.78125"	"151400.578125"	"336094.7890625"	"4315914.53450832"	"4484530.3309984"	"5969677.625"	"3619754.8023726"	"2803877.12223417"	"2317230.42122829"	"2855605.26546778"	""	"4082186.2755115"	"1891678.15712394"	"487640.446209547"	"1949411.79080131"	"1501052.09381709"	"2948494.06988446"	"1860919.92379721"	"2727988.03067653"	"High"	"n/a"	"High"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"n/a"	"1"	""
"False"	"High"	"IsMasterProtein"	"O35737"	"Heterogeneous nuclear ribonucleoprotein H [OS=Mus musculus]"	"0.000"	"21.345"	"9"	"3"	"23"	"2"	"449"	"49.2"	"6.30"	"67.12"	"3"	"RNA metabolism OR transcription;other metabolic processes;other biological processes"	"cytosol;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00076, Pf08080"	"59013"	"Hnrnph1"	"mmu:59013; O35737"	"ENSMUSG00000007850"	"mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA"	"mRNA processing"	"3"	"0"	"0.730"	"0.598"	"0.831"	"0.830"	"-0.45"	"-0.74"	"-0.27"	"-0.27"	"0.3992877785062"	"0.280908234854479"	"0.417045022419743"	"0.361231806470812"	"0.791357994879285"	"0.723801073433727"	"0.804889597002609"	"0.750658811381449"	"16.94"	"26.11"	"34.93"	"31.94"	"22.4458286923353"	"21.7895010676667"	"21.2692960502782"	"18.7450471250738"	""	"3397811.5"	""	""	"1902974"	"2816806.9375"	""	""	"206578.625"	"249586.625"	"314520.3125"	"192729.0625"	"197690.9296875"	"214607.03125"	"210006.5"	"352543.828125"	""	"3517923.6834946"	""	""	"2291811.08659897"	"3223707.92133589"	""	""	"2114236.74062656"	"2839825.39304147"	"3219138.28253974"	"1494939.99103454"	"2020246.30748199"	"1676908.28431455"	"2581266.76144037"	"2861500.31095853"	"n/a"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"n/a"	"n/a"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"1"	""
