"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene Symbol"	"Gene ID"	"Ensembl Gene ID"	"WikiPathways"	"Reactome Pathways"	"Number of Protein Pathway Groups"	"Number of Razor Peptides"	"Abundance Ratio Con_Abeta  Con"	"Abundance Ratio siIft88  Con"	"Abundance Ratio siIft88_Abeta  Con_Abeta"	"Abundance Ratio siIft88_Abeta  siIft88"	"Abundance Ratio log2 Con_Abeta  Con"	"Abundance Ratio log2 siIft88  Con"	"Abundance Ratio log2 siIft88_Abeta  Con_Abeta"	"Abundance Ratio log2 siIft88_Abeta  siIft88"	"Abundance Ratio P-Value Con_Abeta  Con"	"Abundance Ratio P-Value siIft88  Con"	"Abundance Ratio P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio P-Value siIft88_Abeta  siIft88"	"Abundance Ratio Adj P-Value Con_Abeta  Con"	"Abundance Ratio Adj P-Value siIft88  Con"	"Abundance Ratio Adj P-Value siIft88_Abeta  Con_Abeta"	"Abundance Ratio Adj P-Value siIft88_Abeta  siIft88"	"Abundance F1 Sample Con"	"Abundance F2 Sample Con"	"Abundance F3 Sample Con"	"Abundance F4 Sample Con"	"Abundance F5 Sample Con_Abeta"	"Abundance F6 Sample Con_Abeta"	"Abundance F7 Sample Con_Abeta"	"Abundance F8 Sample Con_Abeta"	"Abundance F9 Sample siIft88"	"Abundance F10 Sample siIft88"	"Abundance F11 Sample siIft88"	"Abundance F12 Sample siIft88"	"Abundance F13 Sample siIft88_Abeta"	"Abundance F14 Sample siIft88_Abeta"	"Abundance F15 Sample siIft88_Abeta"	"Abundance F16 Sample siIft88_Abeta"	"Abundances Normalized F1 Sample Con"	"Abundances Normalized F2 Sample Con"	"Abundances Normalized F3 Sample Con"	"Abundances Normalized F4 Sample Con"	"Abundances Normalized F5 Sample Con_Abeta"	"Abundances Normalized F6 Sample Con_Abeta"	"Abundances Normalized F7 Sample Con_Abeta"	"Abundances Normalized F8 Sample Con_Abeta"	"Abundances Normalized F9 Sample siIft88"	"Abundances Normalized F10 Sample siIft88"	"Abundances Normalized F11 Sample siIft88"	"Abundances Normalized F12 Sample siIft88"	"Abundances Normalized F13 Sample siIft88_Abeta"	"Abundances Normalized F14 Sample siIft88_Abeta"	"Abundances Normalized F15 Sample siIft88_Abeta"	"Abundances Normalized F16 Sample siIft88_Abeta"	"Found in Sample F1 Sample Con"	"Found in Sample F2 Sample Con"	"Found in Sample F3 Sample Con"	"Found in Sample F4 Sample Con"	"Found in Sample F5 Sample Con_Abeta"	"Found in Sample F6 Sample Con_Abeta"	"Found in Sample F7 Sample Con_Abeta"	"Found in Sample F8 Sample Con_Abeta"	"Found in Sample F9 Sample siIft88"	"Found in Sample F10 Sample siIft88"	"Found in Sample F11 Sample siIft88"	"Found in Sample F12 Sample siIft88"	"Found in Sample F13 Sample siIft88_Abeta"	"Found in Sample F14 Sample siIft88_Abeta"	"Found in Sample F15 Sample siIft88_Abeta"	"Found in Sample F16 Sample siIft88_Abeta"	"Number of Protein Groups"	"Modifications"
"False"	"High"	"IsMasterProtein"	"P09405"	"Nucleolin [OS=Mus musculus]"	"0.000"	"19.441"	"11"	"8"	"19"	"8"	"707"	"76.7"	"4.75"	"33.96"	"8"	"transport;developmental processes;other biological processes"	"plasma membrane;nucleus;other cell component"	"signal transduction activity or receptor binding;nucleic acid binding activity;other molecular function"	"Pf00076"	"17975"	"Ncl"	"mmu:17975; P09405; Q548M9; Q61991; Q8BQD8; Q99K50"	"ENSMUSG00000026234"	"Mechanisms associated with pluripotency; mRNA processing"	"Major pathway of rRNA processing in the nucleolus and cytosol"	"3"	"0"	"1.057"	"16.367"	"12.951"	"0.837"	"0.08"	"4.03"	"3.70"	"-0.26"	"0.835733695418167"	"4.46769113083834E-05"	"0.00031548854563701"	"0.94976468166838"	"0.999998382916006"	"0.000203800157064269"	"0.00243061022856784"	"0.99999998630615"	"759750.87890625"	"220874.19921875"	"270185.01953125"	"533567.6484375"	"425172"	"661084.75"	"2037520.484375"	"333907.5234375"	"7239897.265625"	"7719316.1875"	"6335343.5"	"7057681.96875"	"5521877.9375"	"5997055.2578125"	"3410030.65820313"	"1266230.71875"	"971417.594073808"	"281029.580763815"	"356037.810864098"	"758655.092467807"	"425172"	"710063.957198493"	"2499097.25503082"	"347812.298691837"	"8242670.56580349"	"9174025.07796398"	"7823616.81273843"	"8777823.42889548"	"7367127.07989717"	"7387478.88502835"	"6204700.75699405"	"6873585.76479388"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P14685"	"26S proteasome non-ATPase regulatory subunit 3 [OS=Mus musculus]"	"0.000"	"18.737"	"10"	"3"	"14"	"3"	"530"	"60.7"	"8.44"	"26.19"	"3"	"protein metabolism;other metabolic processes;other biological processes"	"other cell component"	"enzyme regulator activity"	"Pf01399, Pf08375"	"22123"	"Psmd3"	"mmu:22123; P14685; Q3TP95; Q99LL7"	"ENSMUSG00000017221"	"Proteasome degradation"	"Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; Neutrophil degranulation; Downstream TCR signaling; FCERI mediated NF-kB activation; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; MAPK6/MAPK4 signaling; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2"	"50"	"0"	"2.904"	"17.401"	"6.770"	"1.130"	"1.54"	"4.12"	"2.76"	"0.18"	"0.601382411081908"	"0.0079215984622254"	"0.0328468442989416"	"0.989578755676549"	"0.999998382916006"	"0.0154262706895968"	"0.0786650538624333"	"0.99999998630615"	""	""	"39809.109375"	"25256.8784179688"	"21159.55859375"	"282170.4140625"	"86048.5703125"	"144545.61328125"	"414519.236816406"	"563468.795532227"	"689750.877929688"	"775148.046875"	"683827.5625"	"647991.037109375"	"508805.44921875"	"36700.1411132813"	""	""	"52458.6750920331"	"35911.584009533"	"21159.55859375"	"303076.180192564"	"105541.881672546"	"150564.86749267"	"471932.872374945"	"669654.764140052"	"851784.368940973"	"964071.874710307"	"912342.614359686"	"798228.446885989"	"925793.892302955"	"199222.435364074"	"n/a"	"n/a"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q61781"	"Keratin, type I cytoskeletal 14 [OS=Mus musculus]"	"0.000"	"18.542"	"11"	"4"	"33"	"2"	"484"	"52.8"	"5.17"	"62.09"	"4"	"cell organization and biogenesis;other biological processes"	"plasma membrane;cytoskeleton;nucleus;other cell component"	"other molecular function"	"Pf00038"	"16664"	"Krt14"	"A2A4G4; mmu:16664; Q61781; Q91VQ4; Q99LE0"	"ENSMUSG00000045545"	""	"Formation of the cornified envelope; Type I hemidesmosome assembly"	"3"	"0"	"0.300"	"0.212"	"2.420"	"3.418"	"-1.74"	"-2.24"	"1.28"	"1.77"	"0.0261775879468867"	"0.00332518565236051"	"0.0814407876198689"	"0.009249885749951"	"0.139899896240739"	"0.00696406806437767"	"0.157844000747787"	"0.132813280741251"	"710527.125"	"592477.21875"	"417394.359375"	"375231.3203125"	"195380.703125"	"162016.96875"	"155260.15625"	"214527.80078125"	"119967.46875"	"119411.3828125"	"52465.671875"	""	"341021.53125"	"388867.62109375"	"111813.453125"	"309499.96875"	"908480.094534843"	"753839.176265768"	"550023.736462967"	"533524.011139222"	"195380.703125"	"174020.668248556"	"190432.554310761"	"223461.294776718"	"136583.750741139"	"141914.515989145"	"64790.6956541295"	""	"454980.893481562"	"479026.991815505"	"203449.495557433"	"1680084.48057891"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"n/a"	"High"	"High"	"High"	"Peak Found"	"1"	""
"False"	"High"	"IsMasterProtein"	"P62242"	"40S ribosomal protein S8 [OS=Mus musculus]"	"0.000"	"18.355"	"25"	"4"	"30"	"4"	"208"	"24.2"	"10.32"	"86.55"	"4"	"protein metabolism;RNA metabolism OR transcription;other metabolic processes"	"other membranes;cytosol;ER/Golgi;translational apparatus;other cell component"	"other molecular function"	"Pf01201"	"20116"	"Rps8"	"mmu:20116; P09058; P62242; Q8C2G6"	"ENSMUSG00000047675"	"Cytoplasmic ribosomal proteins"	"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	"11"	"0"	"1.134"	"2.632"	"2.647"	"1.140"	"0.18"	"1.40"	"1.40"	"0.19"	"0.711548305327007"	"0.000252659839786618"	"0.000263368821797672"	"0.727173569687467"	"0.999998382916006"	"0.000808997371624458"	"0.00215275384773749"	"0.99999998630615"	"4545681.0625"	"2389217.375"	"5789128.71875"	"4632542.40625"	"6163229.75"	"7435478.5"	"3982252.0625"	"7669915.5"	"13887706.375"	"13915824.046875"	"14215448.5"	"12896896.25"	"12968982.75"	"15691133.25"	"9806436.625"	"4820482.25"	"5812108.52630749"	"3039923.90068561"	"7628656.5384349"	"6586797.19032161"	"6163229.75"	"7986366.78182989"	"4884385.34706919"	"7989310.67309863"	"15811244.8787424"	"16538267.8576237"	"17554884.2592698"	"16040206.765414"	"17302835.2125258"	"19329139.1496739"	"17843242.7298509"	"26167425.6376838"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P12970"	"60S ribosomal protein L7a [OS=Mus musculus]"	"0.000"	"18.053"	"23"	"4"	"15"	"4"	"266"	"30.0"	"10.56"	"44.66"	"4"	"protein metabolism;RNA metabolism OR transcription;other metabolic processes"	"other membranes;cytosol;translational apparatus;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf01248"	"27176"	"Rpl7a"	"mmu:27176; P12970; Q91YM3"	"ENSMUSG00000062647"	"Cytoplasmic ribosomal proteins"	""	"1"	"0"	"1.651"	"3.793"	"1.672"	"0.728"	"0.72"	"1.92"	"0.74"	"-0.46"	"0.249935757940425"	"0.00369459889723112"	"0.086211387779592"	"0.998556238942855"	"0.696402197338278"	"0.0076416238060743"	"0.163714554571346"	"0.99999998630615"	"319325.53125"	"353606.90625"	"286915.0625"	"310582.96875"	"687371.078125"	"916717.90625"	"568946.546875"	"675839.828125"	"1181913.875"	"1621769.5"	"1392341"	"1213084.84375"	"779200.6875"	"1055885.1875"	"580190.2421875"	"1048687.1796875"	"408289.674820492"	"449912.216864265"	"378083.917952456"	"441603.518440376"	"687371.078125"	"984636.756704178"	"697834.826426651"	"703983.551336935"	"1345616.70578294"	"1927392.75115709"	"1719424.12541089"	"1508745.30899168"	"1039586.63167312"	"1300693.28901193"	"1055681.66263886"	"5692676.03706352"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q61937"	"Nucleophosmin [OS=Mus musculus]"	"0.000"	"18.012"	"20"	"4"	"8"	"4"	"292"	"32.5"	"4.77"	"20.05"	"4"	"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;transport;other biological processes"	"cytosol;cytoskeleton;translational apparatus;nucleus;other cell component"	"enzyme regulator activity;translation activity;nucleic acid binding activity;other molecular function"	"Pf03066, Pf16276"	"18148"	"Npm1"	"mmu:18148; Q61937"	"ENSMUSG00000057113"	"mRNA processing"	"Deposition of new CENPA-containing nucleosomes at the centromere; SUMOylation of transcription cofactors; TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation; TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain"	"5"	"0"	"2.072"	"20.744"	"7.992"	"0.798"	"1.05"	"4.37"	"3.00"	"-0.33"	"0.186596874466922"	"7.96939135461194E-07"	"9.02197175567387E-06"	"0.999988893351039"	"0.573873406379401"	"6.98370347654152E-06"	"0.000154193699096972"	"0.99999998630615"	"700038.59375"	"261378.34375"	"246449.546875"	"358834.15625"	"554962.875"	"721362.625"	"766163.8125"	"1141810.34375"	"6913405.375"	"8138758.5625"	"7511802.625"	"4774940.9375"	"5421616.375"	"5219420.53125"	"3270593.625"	"2702979.5"	"895069.456817765"	"332565.082859924"	"324760.259876937"	"510209.644058544"	"554962.875"	"774807.768720414"	"939729.389425023"	"1189358.28771207"	"7870957.4049544"	"9672511.57256331"	"9276444.96481093"	"5938718.7774066"	"7233361.05309851"	"6429548.72167669"	"5950988.94258933"	"14672808.9428052"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P62702"	"40S ribosomal protein S4, X isoform [OS=Mus musculus]"	"0.000"	"17.365"	"29"	"7"	"24"	"7"	"263"	"29.6"	"10.15"	"52.67"	"7"	"protein metabolism;other metabolic processes;other biological processes"	"cytosol;translational apparatus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00467, Pf00900, Pf01479, Pf08071, Pf16121"	"20102"	"Rps4x"	"mmu:20102; P12631; P12750; P27576; P55831; P62702; Q14727; Q9CXN0"	"ENSMUSG00000031320"	"Cytoplasmic ribosomal proteins; mRNA processing"	"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"	"12"	"0"	"0.564"	"9.972"	"17.709"	"1.001"	"-0.83"	"3.32"	"4.15"	"0.00"	"0.944574052894195"	"0.00184405701582835"	"0.000560435182005437"	"0.970248350425627"	"0.999998382916006"	"0.00476024020364992"	"0.0028866250470417"	"0.99999998630615"	"930392.5625"	""	"234745.59375"	""	"342006.125"	""	"754504.75"	"323001.9375"	"5664158"	"4774915.875"	"3960536.375"	"6775016.6875"	"5458638.53125"	"4601020.5"	"3557079.15625"	"564700.921875"	"1189600.07773738"	""	"309337.310609392"	""	"342006.125"	""	"925429.100758762"	"336452.575872614"	"6448681.06738666"	"5674751.09432008"	"4890929.58746627"	"8426265.23467849"	"7282754.9247039"	"5667771.98676852"	"6472261.96643698"	"3065413.08822277"	"Peak Found"	"n/a"	"Peak Found"	"n/a"	"High"	"n/a"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q922U2"	"Keratin, type II cytoskeletal 5 [OS=Mus musculus]"	"0.000"	"17.183"	"9"	"6"	"21"	"3"	"580"	"61.7"	"7.75"	"42.56"	"6"	"cell organization and biogenesis;other biological processes"	"plasma membrane;other membranes;cytoskeleton;other cell component"	"bone, tooth or skin structural activity;other molecular function"	"Pf00038, Pf16208"	"110308"	"Krt5"	"mmu:110308; Q920F2; Q922U2"	"ENSMUSG00000061527"	""	"Formation of the cornified envelope; Type I hemidesmosome assembly"	"3"	"3"	"0.566"	"0.153"	"0.709"	"2.623"	"-0.82"	"-2.71"	"-0.50"	"1.39"	"0.000574077301376152"	"7.0571773980177E-09"	"0.0311256150824047"	"3.06246262128385E-05"	"0.00693145186106021"	"1.68727440394423E-07"	"0.0755047178773173"	"0.00345292660549754"	"18379832.9296875"	"13048507.421875"	"13706426.8085938"	"13308741"	"10774497.75"	"7923483.43359375"	"8387258.34375"	"10221778.5546875"	"2719729.796875"	"2407482"	"2158887.390625"	"2251630.1484375"	"6477278.27148438"	"5902462"	"4167103.2421875"	"870900.04296875"	"23500457.2942899"	"16602285.7505929"	"18061720.09154"	"18923081.5690427"	"10774497.75"	"8510527.58614426"	"10287295.0062779"	"10647439.9235579"	"3096430.22837908"	"2861173.15397853"	"2666044.49878728"	"2800411.23384065"	"8641794.09577578"	"7270954.07998415"	"7582227.6198823"	"4727579.30230744"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P32261"	"Antithrombin-III [OS=Mus musculus]"	"0.000"	"16.814"	"16"	"6"	"53"	"6"	"465"	"52.0"	"6.46"	"67.79"	"6"	"stress response;other biological processes"	"non-structural extracellular"	"enzyme regulator activity;other molecular function"	"Pf00079"	"11905"	"Serpinc1"	"mmu:11905; P32261"	"ENSMUSG00000026715"	""	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Common Pathway of Fibrin Clot Formation; Intrinsic Pathway of Fibrin Clot Formation"	"4"	"0"	"0.988"	"1.465"	"1.531"	"1.032"	"-0.02"	"0.55"	"0.61"	"0.05"	"0.986160915157708"	"0.576411599254238"	"0.0823481560709894"	"0.733977785806912"	"0.999998382916006"	"0.675862896308667"	"0.158784136834318"	"0.99999998630615"	"10306284.5625"	"14205406.046875"	"10600889"	"9324612.05078125"	"15453352.640625"	"11828184.6796875"	"11595449.0898438"	"10502662.5703125"	"20764354.59375"	"16864415.703125"	"16057609.8515625"	"15684753.8671875"	"15601718.2226563"	"16506933.9453125"	"8985312.3984375"	"15053000.59375"	"13177617.0735818"	"18074267.2528234"	"13969380.3872674"	"13258233.3998845"	"15453352.640625"	"12704524.8285239"	"14222264.3715737"	"10940020.6780572"	"23640354.0200007"	"20042523.0457861"	"19829798.716846"	"19507538.1097459"	"20815353.4199806"	"20334084.1021423"	"16349171.0862772"	"81713457.9555736"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"P10853"	"Histone H2B type 1-F/J/L [OS=Mus musculus]"	"0.000"	"16.706"	"41"	"5"	"43"	"5"	"126"	"13.9"	"10.32"	"73.07"	"5"	"cell organization and biogenesis;other biological processes"	"non-structural extracellular;cytosol;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00125"	"319180; 319183; 319185; 319187; 665596; 665622"	"H2bc11; H2bc13; H2bc15; H2bc7"	"mmu:319180; mmu:319183; mmu:319185; mmu:319187; mmu:665596; mmu:665622; P10853; Q5SZZ3"	"ENSMUSG00000069268; ENSMUSG00000069300; ENSMUSG00000069303; ENSMUSG00000069307; ENSMUSG00000094338; ENSMUSG00000095217"	"Exercise-induced circadian regulation"	"Deposition of new CENPA-containing nucleosomes at the centromere; HATs acetylate histones; E3 ubiquitin ligases ubiquitinate target proteins; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; Estrogen-dependent gene expression; PRC2 methylates histones and DNA; Condensation of Prophase Chromosomes; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; Nonhomologous End-Joining (NHEJ)"	"12"	"0"	"2.161"	"4.723"	"1.782"	"0.815"	"1.11"	"2.24"	"0.83"	"-0.29"	"2.14028140005373E-05"	"1.12305669208723E-08"	"0.000536672252786086"	"0.168015435357649"	"0.000348865868208759"	"1.68727440394423E-07"	"0.00283007152654244"	"0.861011474070869"	"13643829.078125"	"11089420"	"10259177.671875"	"9245325.359375"	"37630850.765625"	"23999642.53125"	"23944406.6171875"	"29109089.3125"	"57429051.578125"	"56132531.0625"	"52706597.6796875"	"47638877.359375"	"39568382.8359375"	"43475966.015625"	"33900633.25"	"7651615.25"	"17445002.0197501"	"14109638.2671087"	"13519088.3857931"	"13145499.3306874"	"37630850.765625"	"25777755.6464411"	"29368735.8282979"	"30321267.2849574"	"65383352.2352001"	"66710733.8459397"	"65088218.7759896"	"59249716.2188597"	"52790972.201452"	"53555914.8847652"	"61683693.1606036"	"41535900.9075373"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q61703"	"Inter-alpha-trypsin inhibitor heavy chain H2 [OS=Mus musculus]"	"0.000"	"16.700"	"6"	"5"	"27"	"5"	"946"	"105.9"	"7.27"	"53.75"	"5"	"other metabolic processes"	"non-structural extracellular"	"enzyme regulator activity;other molecular function"	"Pf00092, Pf06668, Pf08487"	"16425"	"Itih2"	"A2AKU6; mmu:16425; Q3UZM0; Q61703"	"ENSMUSG00000037254"	""	"Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation"	"2"	"0"	"0.787"	"0.907"	"1.100"	"0.954"	"-0.35"	"-0.14"	"0.14"	"-0.07"	"0.959027522514946"	"0.999313606727394"	"0.903268606160218"	"0.583542704391659"	"0.999998382916006"	"0.999999446281833"	"0.999999277232567"	"0.99999998630615"	"8754683.1875"	"3969780.6328125"	"7080184.84375"	"6071617.875"	"5438883.73046875"	"4877115.5703125"	"7480750.1171875"	"9054258.3359375"	"7154118.66796875"	"8317814.125"	"6549153.21875"	"6543369.46875"	"6870091.25"	"7048026.96875"	"3819989.46875"	"353265.71875"	"11193739.3098154"	"5050955.6612301"	"9329952.9213549"	"8632951.85507649"	"5438883.73046875"	"5238456.9173173"	"9175427.79412566"	"9431301.13497309"	"8145011.06924764"	"9885310.24291496"	"8087653.84724798"	"8138159.53751254"	"9165873.61439472"	"8682119.50272126"	"6950638.84292227"	"1917661.74965867"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"False"	"High"	"IsMasterProtein"	"Q8JZQ9"	"Eukaryotic translation initiation factor 3 subunit B [OS=Mus musculus]"	"0.000"	"16.686"	"8"	"4"	"16"	"4"	"803"	"91.3"	"5.02"	"48.44"	"4"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"translational apparatus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00076, Pf08662"	"27979"	"Eif3b"	"mmu:27979; Q8JZQ9; Q922K2"	"ENSMUSG00000056076"	"Translation factors; mRNA processing; IL-2 signaling pathway"	"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"	"9"	"0"	"0.926"	"2.106"	"3.678"	"1.617"	"-0.11"	"1.07"	"1.88"	"0.69"	"0.60410900008824"	"0.676165481255647"	"0.0031182793692075"	"0.18549075866031"	"0.999998382916006"	"0.769098329709899"	"0.0104685093109109"	"0.877366196732892"	"1146844.38671875"	"597604.234375"	"544708.05859375"	"488773.75"	"660256.45703125"	"211132.1015625"	"681039.71875"	"680721.71875"	"498896.4609375"	"1781682.484375"	"1276912.515625"	"1234545.81640625"	"1835984.4453125"	"1494024.640625"	"1420585.21875"	"1098542.53125"	"1466355.41445797"	"760362.541406467"	"717792.071071212"	"694964.725818684"	"660256.45703125"	"226774.699502753"	"835321.413819876"	"709068.736548586"	"567996.895961212"	"2117441.4152245"	"1576879.64758973"	"1535436.88129872"	"2449516.42872705"	"1840415.83941569"	"2584817.28337225"	"5963309.99794001"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
